chr	start	stop
ENSMUSG00000053094	chr5	130245922	130274027
ENSMUSG00000056310	chr5	130284460	130371961
ENSMUSG00000034040	chr5	130900923	131337335
ENSMUSG00000015944	chr5	134128531	134173182
ENSMUSG00000015942	chr5	134212673	134253209
ENSMUSG00000015950	chr5	134248907	134258479
ENSMUSG00000007207	chr5	135052139	135079963
ENSMUSG00000053293	chr5	135404995	135423412
ENSMUSG00000007987	chr5	136936910	136944262
ENSMUSG00000056014	chr5	138621101	138650676
ENSMUSG00000025854	chr5	138740173	138795832
ENSMUSG00000025856	chr5	138961758	138983435
ENSMUSG00000025858	chr5	139237965	139255806
ENSMUSG00000056413	chr5	139249678	139311572
ENSMUSG00000053553	chr5	139345354	139446375
ENSMUSG00000053581	chr5	139456960	139470304
ENSMUSG00000018143	chr5	139776804	139788408
ENSMUSG00000056076	chr5	140405057	140429117
ENSMUSG00000056493	chr5	142387240	142447766
ENSMUSG00000018001	chr5	143608196	143696005
ENSMUSG00000055991	chr5	145141103	145158564
ENSMUSG00000007812	chr5	145168508	145213723
ENSMUSG00000016503	chr5	146885451	146892424
ENSMUSG00000016510	chr5	146888367	146902809
ENSMUSG00000016520	chr5	146953465	147013707
ENSMUSG00000056602	chr5	150042110	150421411
ENSMUSG00000034021	chr5	150597204	150734177
ENSMUSG00000016128	chr5	150960975	151157301
ENSMUSG00000033970	chr5	151566221	151574707
ENSMUSG00000032766	chr6	4003904	4008448
ENSMUSG00000032757	chr6	4074141	4087000
ENSMUSG00000015189	chr6	4600659	4643356
ENSMUSG00000032827	chr6	4902745	5165667
ENSMUSG00000032667	chr6	5263103	5298476
ENSMUSG00000015112	chr6	6040252	6217294
ENSMUSG00000012483	chr6	8255929	8259173
ENSMUSG00000032625	chr6	12311609	12749439
ENSMUSG00000097616	chr6	13835858	14044405
ENSMUSG00000052419	chr6	13866517	13872360
ENSMUSG00000007655	chr6	17306140	17341451
ENSMUSG00000009376	chr6	17463749	17573979
ENSMUSG00000015733	chr6	17636233	17667148
ENSMUSG00000010796	chr6	18050848	18109060
ENSMUSG00000017978	chr6	23262103	23839546
ENSMUSG00000012535	chr6	29540824	29609927
ENSMUSG00000025607	chr6	30741505	30873729
ENSMUSG00000025609	chr6	31375670	31493746
ENSMUSG00000025608	chr6	31496418	31540924
ENSMUSG00000053768	chr6	32762883	33037211
ENSMUSG00000056832	chr6	38358404	38404582
ENSMUSG00000033542	chr6	43242260	43267510
ENSMUSG00000025823	chr6	47770077	47790462
ENSMUSG00000025821	chr6	47854138	47887594
ENSMUSG00000052763	chr6	47897410	47909577
ENSMUSG00000009281	chr6	48546630	48549762
ENSMUSG00000052751	chr6	48570432	48577456
ENSMUSG00000053297	chr6	48603578	48610626
ENSMUSG00000054435	chr6	48661479	48670389
ENSMUSG00000053007	chr6	53264255	53677361
ENSMUSG00000053604	chr6	70742704	70769216
ENSMUSG00000031668	chr6	70821461	70882235
ENSMUSG00000054474	chr6	71105150	71121423
ENSMUSG00000053012	chr6	71248560	71263807
ENSMUSG00000052656	chr6	71470728	71514852
ENSMUSG00000053119	chr6	71520781	71559593
ENSMUSG00000053470	chr6	71565956	71610472
ENSMUSG00000052852	chr6	71684508	71787710
ENSMUSG00000052962	chr6	71785165	71803953
ENSMUSG00000052337	chr6	71808260	71854372
ENSMUSG00000056091	chr6	72074329	72131556
ENSMUSG00000056305	chr6	72294137	72322239
ENSMUSG00000055912	chr6	72332135	72337188
ENSMUSG00000055850	chr6	72336694	72343939
ENSMUSG00000053460	chr6	72391266	72410569
ENSMUSG00000053907	chr6	72409779	72416684
ENSMUSG00000056737	chr6	72514955	72539970
ENSMUSG00000056698	chr6	72542905	72575843
ENSMUSG00000056666	chr6	72575458	72585996
ENSMUSG00000056429	chr6	72583047	72593983
ENSMUSG00000055799	chr6	72603354	72766589
ENSMUSG00000055239	chr6	72818094	72877046
ENSMUSG00000052738	chr6	73225365	73253894
ENSMUSG00000035125	chr6	81900617	81936896
ENSMUSG00000035104	chr6	82018024	82072148
ENSMUSG00000034930	chr6	83112444	83129561
ENSMUSG00000031865	chr6	83142902	83177107
ENSMUSG00000034832	chr6	83339355	83436066
ENSMUSG00000014554	chr6	83457194	83483951
ENSMUSG00000006906	chr6	83520192	83549711
ENSMUSG00000014748	chr6	83745864	83753186
ENSMUSG00000034744	chr6	83771957	83781000
ENSMUSG00000033788	chr6	83985345	84188042
ENSMUSG00000033769	chr6	84591426	85046522
ENSMUSG00000033735	chr6	85107158	85114928
ENSMUSG00000033726	chr6	85164420	85181444
ENSMUSG00000033720	chr6	85190031	85311047
ENSMUSG00000054226	chr6	85888786	85907269
ENSMUSG00000033420	chr6	87110835	87312803
ENSMUSG00000015053	chr6	88170559	88184018
ENSMUSG00000033216	chr6	88234309	88423573
ENSMUSG00000033174	chr6	88652108	88805342
ENSMUSG00000033152	chr6	88819536	88852075
ENSMUSG00000034456	chr6	90310266	90341740
ENSMUSG00000034430	chr6	90346469	90384344
ENSMUSG00000034312	chr6	90633070	90965667
ENSMUSG00000100680	chr6	91390329	91419128
ENSMUSG00000034203	chr6	91438030	91450528
ENSMUSG00000034192	chr6	91492910	91501148
ENSMUSG00000034083	chr6	91855016	91879713
ENSMUSG00000034037	chr6	91955791	92052987
ENSMUSG00000014551	chr6	92125876	92161043
ENSMUSG00000014550	chr6	92163693	92191906
ENSMUSG00000097462	chr6	92917271	93250030
ENSMUSG00000035245	chr6	97086886	97126143
ENSMUSG00000035199	chr6	97182558	97211439
ENSMUSG00000035158	chr6	97783950	97998323
ENSMUSG00000035378	chr6	100545217	100648133
ENSMUSG00000035357	chr6	101126570	101354969
ENSMUSG00000013736	chr6	106746081	106761305
ENSMUSG00000056755	chr6	110622542	111544191
ENSMUSG00000034269	chr6	113052990	113130729
ENSMUSG00000033940	chr6	113581600	113593912
ENSMUSG00000033933	chr6	113600920	113608599
ENSMUSG00000056952	chr6	113674011	113688757
ENSMUSG00000009394	chr6	115111825	115261708
ENSMUSG00000025702	chr6	116314816	116386501
ENSMUSG00000007827	chr6	118478269	118539253
ENSMUSG00000009112	chr6	120813144	120891322
ENSMUSG00000007458	chr6	122285616	122294639
ENSMUSG00000055172	chr6	124489364	124500402
ENSMUSG00000053063	chr6	129319654	129342266
ENSMUSG00000033082	chr6	129383906	129428963
ENSMUSG00000032758	chr6	133826814	133830725
ENSMUSG00000032652	chr6	134807097	134835894
ENSMUSG00000100876	chr6	134874924	134878071
ENSMUSG00000098318	chr6	134904916	134945181
ENSMUSG00000015766	chr6	137454242	137648519
ENSMUSG00000008540	chr6	138117314	138133774
ENSMUSG00000016487	chr6	146789970	146933529
ENSMUSG00000032712	chr6	149210812	149237161
ENSMUSG00000008373	chr7	3632667	3645485
ENSMUSG00000055541	chr7	3995928	4066269
ENSMUSG00000052296	chr7	4634476	4666320
ENSMUSG00000052605	chr7	4847956	4873257
ENSMUSG00000035279	chr7	4928784	4947825
ENSMUSG00000035203	chr7	5083128	5101305
ENSMUSG00000012848	chr7	12655765	12660617
ENSMUSG00000033916	chr7	12761363	12768759
ENSMUSG00000056394	chr7	13011239	13045350
ENSMUSG00000052833	chr7	16054152	16121791
ENSMUSG00000008036	chr7	16472290	16484690
ENSMUSG00000052214	chr7	18962253	18990475
ENSMUSG00000011263	chr7	19196973	19231787
ENSMUSG00000053175	chr7	19541553	19557570
ENSMUSG00000054793	chr7	24181425	24203964
ENSMUSG00000008496	chr7	24786769	24879151
ENSMUSG00000054499	chr7	24899340	24920162
ENSMUSG00000053714	chr7	25076195	25274503
ENSMUSG00000053291	chr7	26867849	26878348
ENSMUSG00000055200	chr7	27171728	27176793
ENSMUSG00000008384	chr7	27186335	27189846
ENSMUSG00000015149	chr7	28466160	28488090
ENSMUSG00000015165	chr7	28507966	28521693
ENSMUSG00000053898	chr7	28524036	28531674
ENSMUSG00000054808	chr7	28592672	28661839
ENSMUSG00000053565	chr7	28670790	28681353
ENSMUSG00000013921	chr7	29991085	30007792
ENSMUSG00000006651	chr7	30134404	30145102
ENSMUSG00000006649	chr7	30157740	30186675
ENSMUSG00000009687	chr7	30732147	30741906
ENSMUSG00000052997	chr7	33840113	33869024
ENSMUSG00000056216	chr7	34745847	34756011
ENSMUSG00000034957	chr7	34818718	34821353
ENSMUSG00000118454	chr7	34935658	34974960
ENSMUSG00000034875	chr7	35245860	35255729
ENSMUSG00000034867	chr7	35285533	35338662
ENSMUSG00000054676	chr7	37806172	37896995
ENSMUSG00000056383	chr7	41022333	41042803
ENSMUSG00000012640	chr7	42933591	42962734
ENSMUSG00000008140	chr7	44135440	44145953
ENSMUSG00000011096	chr7	44498415	44504908
ENSMUSG00000011658	chr7	44545503	44556852
ENSMUSG00000007783	chr7	44607765	44624306
ENSMUSG00000007837	chr7	44702991	44712101
ENSMUSG00000007833	chr7	44789535	44804026
ENSMUSG00000030824	chr7	45139882	45161483
ENSMUSG00000030826	chr7	45219577	45239152
ENSMUSG00000030835	chr7	45683120	45737735
ENSMUSG00000030838	chr7	45843621	45887987
ENSMUSG00000030839	chr7	46089800	46289639
ENSMUSG00000006763	chr7	46335532	46360157
ENSMUSG00000014418	chr7	46409890	46446075
ENSMUSG00000006599	chr7	46445218	46473888
ENSMUSG00000014402	chr7	46528034	46569863
ENSMUSG00000010307	chr7	46700349	46704536
ENSMUSG00000052512	chr7	48558464	49259838
ENSMUSG00000055489	chr7	51160595	51249083
ENSMUSG00000033790	chr7	55443876	55481427
ENSMUSG00000033676	chr7	57069440	57478880
ENSMUSG00000102252	chr7	59630427	59820763
ENSMUSG00000033585	chr7	61995473	62000010
ENSMUSG00000033429	chr7	64042355	64061876
ENSMUSG00000032640	chr7	65759199	65824975
ENSMUSG00000015133	chr7	65876660	66038118
ENSMUSG00000015134	chr7	66040638	66077850
ENSMUSG00000100005	chr7	70007192	70139733
ENSMUSG00000032776	chr7	71726414	71956404
ENSMUSG00000101970	chr7	73189549	73211743
ENSMUSG00000025789	chr7	73588867	73663438
ENSMUSG00000025790	chr7	73925161	74204944
ENSMUSG00000097415	chr7	75398815	75440938
ENSMUSG00000053158	chr7	80027500	80037806
ENSMUSG00000025722	chr7	80540468	80551029
ENSMUSG00000025724	chr7	80554637	80597575
ENSMUSG00000025726	chr7	80764532	80820164
ENSMUSG00000025584	chr7	80862941	80984284
ENSMUSG00000025586	chr7	80996774	81105213
ENSMUSG00000015709	chr7	83895483	84059740
ENSMUSG00000097585	chr7	89629863	89799465
ENSMUSG00000052572	chr7	90125880	92098455
ENSMUSG00000025439	chr7	97345798	97370726
ENSMUSG00000035401	chr7	98235383	98306191
ENSMUSG00000035354	chr7	98533079	98790496
ENSMUSG00000052396	chr7	98868291	98887830
ENSMUSG00000035314	chr7	99029974	99111084
ENSMUSG00000035227	chr7	99486776	99512669
ENSMUSG00000033685	chr7	100142055	100151227
ENSMUSG00000032875	chr7	100518956	100581777
ENSMUSG00000032812	chr7	100997274	101061794
ENSMUSG00000032737	chr7	101471822	101487594
ENSMUSG00000030842	chr7	101555111	101575882
ENSMUSG00000099481	chr7	101714718	101732972
ENSMUSG00000030990	chr7	101859099	101888750
ENSMUSG00000030987	chr7	101916979	102086526
ENSMUSG00000030978	chr7	102090890	102119709
ENSMUSG00000052305	chr7	103475730	103482989
ENSMUSG00000030921	chr7	104058232	104114407
ENSMUSG00000030881	chr7	105283405	105289624
ENSMUSG00000030888	chr7	105378024	105386605
ENSMUSG00000030890	chr7	105385782	105392182
ENSMUSG00000030894	chr7	105394018	105401481
ENSMUSG00000030879	chr7	105452413	105460372
ENSMUSG00000031029	chr7	108533574	108543245
ENSMUSG00000031024	chr7	109123118	109302951
ENSMUSG00000031023	chr7	109302855	109321105
ENSMUSG00000031021	chr7	109335039	109352185
ENSMUSG00000101585	chr7	109597581	109750409
ENSMUSG00000031016	chr7	109721148	109747101
ENSMUSG00000031015	chr7	109820886	109883113
ENSMUSG00000055320	chr7	112278522	112506014
ENSMUSG00000055116	chr7	112806152	112914735
ENSMUSG00000055723	chr7	113646017	113717170
ENSMUSG00000008683	chr7	117703595	117715454
ENSMUSG00000033917	chr7	118274522	118305015
ENSMUSG00000030982	chr7	118339379	118442575
ENSMUSG00000030980	chr7	118441436	118455596
ENSMUSG00000030963	chr7	119061934	119078505
ENSMUSG00000030972	chr7	119118686	119144774
ENSMUSG00000030945	chr7	119153563	119199913
ENSMUSG00000033533	chr7	119206249	119261738
ENSMUSG00000030942	chr7	119314114	119320026
ENSMUSG00000030929	chr7	119367889	119393304
ENSMUSG00000030922	chr7	119494404	119556186
ENSMUSG00000030917	chr7	119700388	119720215
ENSMUSG00000030909	chr7	119773051	119784809
ENSMUSG00000030905	chr7	119785530	119801514
ENSMUSG00000030884	chr7	120233976	120260035
ENSMUSG00000035064	chr7	120441877	120506674
ENSMUSG00000030880	chr7	120516960	120546656
ENSMUSG00000030878	chr7	120556259	120581539
ENSMUSG00000030877	chr7	120581686	120619485
ENSMUSG00000030876	chr7	120633666	120677552
ENSMUSG00000035004	chr7	120663275	120673795
ENSMUSG00000034951	chr7	121478586	121581096
ENSMUSG00000030872	chr7	121585943	121620445
ENSMUSG00000030870	chr7	121666081	121681420
ENSMUSG00000030869	chr7	121684626	121701393
ENSMUSG00000030868	chr7	121732183	121749718
ENSMUSG00000052889	chr7	121887974	122233625
ENSMUSG00000052707	chr7	122723094	122794519
ENSMUSG00000032777	chr7	125240126	125306996
ENSMUSG00000032743	chr7	125307017	125473965
ENSMUSG00000032637	chr7	126090878	126102927
ENSMUSG00000054716	chr7	126843239	126854136
ENSMUSG00000030822	chr7	127058783	127076071
ENSMUSG00000053877	chr7	127111155	127160391
ENSMUSG00000030815	chr7	127172512	127182483
ENSMUSG00000030816	chr7	127187505	127205291
ENSMUSG00000030814	chr7	127260628	127308146
ENSMUSG00000030844	chr7	127975345	128020482
ENSMUSG00000030846	chr7	128040253	128063441
ENSMUSG00000030847	chr7	128125283	128148705
ENSMUSG00000055319	chr7	128346588	128386560
ENSMUSG00000030849	chr7	129763471	132725079
ENSMUSG00000030850	chr7	129992139	130122099
ENSMUSG00000030852	chr7	130154663	130366595
ENSMUSG00000030861	chr7	131012267	131050673
ENSMUSG00000030930	chr7	131837507	131919201
ENSMUSG00000030934	chr7	132159153	132191517
ENSMUSG00000030956	chr7	132313803	132415799
ENSMUSG00000030960	chr7	132425217	132454581
ENSMUSG00000030965	chr7	132460954	132486843
ENSMUSG00000030967	chr7	132532795	132588132
ENSMUSG00000030970	chr7	132589292	132726083
ENSMUSG00000030979	chr7	133285987	133311801
ENSMUSG00000030983	chr7	133311038	133322876
ENSMUSG00000030986	chr7	133321598	133384520
ENSMUSG00000054555	chr7	133484928	133833875
ENSMUSG00000031004	chr7	135291513	135318299
ENSMUSG00000054612	chr7	136496290	136731995
ENSMUSG00000031068	chr7	137039283	137073907
ENSMUSG00000025477	chr7	138968972	139159571
ENSMUSG00000025474	chr7	139573029	139616606
ENSMUSG00000025470	chr7	139616299	139620520
ENSMUSG00000025466	chr7	139676683	139682354
ENSMUSG00000025465	chr7	139684839	139696570
ENSMUSG00000025479	chr7	140343652	140355167
ENSMUSG00000025484	chr7	140432067	140438422
ENSMUSG00000025485	chr7	140436870	140444285
ENSMUSG00000025486	chr7	140443577	140462311
ENSMUSG00000025487	chr7	140461854	140478560
ENSMUSG00000025491	chr7	140546316	140549743
ENSMUSG00000025492	chr7	140589499	140591282
ENSMUSG00000025494	chr7	140670832	140680517
ENSMUSG00000025495	chr7	140702295	140737528
ENSMUSG00000025499	chr7	140768592	140773962
ENSMUSG00000025498	chr7	140842619	140846398
ENSMUSG00000025497	chr7	140848996	140856704
ENSMUSG00000025505	chr7	140907374	140917071
ENSMUSG00000025504	chr7	140918255	140944232
ENSMUSG00000025503	chr7	140972053	140982886
ENSMUSG00000025508	chr7	141027274	141034167
ENSMUSG00000025509	chr7	141034404	141040656
ENSMUSG00000025510	chr7	141047256	141052572
ENSMUSG00000025511	chr7	141055138	141073340
ENSMUSG00000025512	chr7	141073049	141120526
ENSMUSG00000007891	chr7	141929646	141941775
ENSMUSG00000031097	chr7	141995545	141998147
ENSMUSG00000018819	chr7	142010740	142048604
ENSMUSG00000101609	chr7	142731402	142850327
ENSMUSG00000010760	chr7	143055282	143056887
ENSMUSG00000010755	chr7	143107440	143153828
ENSMUSG00000031090	chr7	143349314	143376610
ENSMUSG00000031078	chr7	143989450	144024867
ENSMUSG00000031075	chr7	144142278	144305711
ENSMUSG00000115783	chr7	144468199	144468374
ENSMUSG00000031072	chr7	144468823	144485982
ENSMUSG00000011832	chr8	4216497	4261257
ENSMUSG00000011837	chr8	4303068	4306220
ENSMUSG00000008206	chr8	4542809	4581680
ENSMUSG00000022322	chr8	4784342	4829591
ENSMUSG00000031497	chr8	10056467	10089072
ENSMUSG00000031502	chr8	11248423	11362826
ENSMUSG00000031503	chr8	11362471	11499287
ENSMUSG00000031504	chr8	11503392	11528710
ENSMUSG00000031505	chr8	11547481	11564960
ENSMUSG00000056228	chr8	11558417	11600875
ENSMUSG00000031508	chr8	11661580	11685918
ENSMUSG00000031511	chr8	11777330	11885414
ENSMUSG00000031441	chr8	12807003	12918729
ENSMUSG00000031442	chr8	12923794	13070905
ENSMUSG00000031446	chr8	13155619	13197950
ENSMUSG00000031447	chr8	13209121	13227360
ENSMUSG00000031451	chr8	13515371	13544824
ENSMUSG00000031453	chr8	13616935	13727663
ENSMUSG00000031458	chr8	13895568	13940382
ENSMUSG00000026317	chr8	14931335	14951720
ENSMUSG00000055675	chr8	15061025	15083333
ENSMUSG00000031465	chr8	18739202	18791603
ENSMUSG00000031467	chr8	18896273	18941377
ENSMUSG00000031479	chr8	22682791	22710966
ENSMUSG00000031482	chr8	22865516	22889423
ENSMUSG00000031533	chr8	22901363	22921195
ENSMUSG00000031534	chr8	22951475	22967441
ENSMUSG00000008892	chr8	23066114	23104500
ENSMUSG00000031536	chr8	23117532	23143575
ENSMUSG00000031537	chr8	23148709	23196607
ENSMUSG00000031538	chr8	23247709	23272871
ENSMUSG00000031540	chr8	23349545	23433275
ENSMUSG00000031545	chr8	23661281	23699042
ENSMUSG00000031546	chr8	23715215	23727777
ENSMUSG00000015341	chr8	23731263	23747102
ENSMUSG00000031548	chr8	23901263	23939648
ENSMUSG00000056313	chr8	24927196	24929000
ENSMUSG00000031555	chr8	25439626	25507096
ENSMUSG00000031556	chr8	25506498	25517433
ENSMUSG00000031557	chr8	25529160	25625461
ENSMUSG00000031565	chr8	26003670	26066824
ENSMUSG00000054823	chr8	26091527	26209694
ENSMUSG00000031570	chr8	26210033	26214915
ENSMUSG00000031575	chr8	26302560	26337743
ENSMUSG00000015994	chr8	26484643	26505678
ENSMUSG00000013878	chr8	26608731	26643794
ENSMUSG00000031483	chr8	27513289	27530359
ENSMUSG00000031485	chr8	27532482	27546165
ENSMUSG00000031486	chr8	27575514	27613464
ENSMUSG00000031488	chr8	27628801	27664682
ENSMUSG00000031490	chr8	27750350	27805206
ENSMUSG00000031578	chr8	31649489	31658819
ENSMUSG00000031583	chr8	33724401	33876642
ENSMUSG00000009630	chr8	34089603	34115090
ENSMUSG00000052906	chr8	34105405	34132454
ENSMUSG00000031584	chr8	34142551	34188192
ENSMUSG00000031585	chr8	34220195	34274007
ENSMUSG00000031586	chr8	34272116	34420037
ENSMUSG00000097442	chr8	34303231	34323122
ENSMUSG00000031516	chr8	34556248	34575963
ENSMUSG00000031513	chr8	34602721	34614370
ENSMUSG00000031532	chr8	34621682	34638001
ENSMUSG00000031530	chr8	35274442	35287048
ENSMUSG00000031529	chr8	35293612	35432868
ENSMUSG00000031527	chr8	35932407	35963350
ENSMUSG00000031523	chr8	37034901	37420297
ENSMUSG00000031601	chr8	40943885	40968888
ENSMUSG00000031600	chr8	40964264	41019942
ENSMUSG00000031596	chr8	41315431	41375345
ENSMUSG00000031592	chr8	41692562	41787125
ENSMUSG00000031591	chr8	41792846	41827851
ENSMUSG00000031590	chr8	41850491	41870188
ENSMUSG00000031626	chr8	45960540	46282007
ENSMUSG00000031634	chr8	46428511	46452146
ENSMUSG00000031631	chr8	46604808	46648627
ENSMUSG00000031633	chr8	46656538	46664325
ENSMUSG00000018796	chr8	46924063	46990145
ENSMUSG00000031628	chr8	47070326	47092731
ENSMUSG00000031627	chr8	47192222	47300501
ENSMUSG00000031568	chr8	47986699	48005990
ENSMUSG00000031563	chr8	48276994	48443959
ENSMUSG00000031562	chr8	48552127	48606268
ENSMUSG00000031561	chr8	48678708	49296986
ENSMUSG00000031521	chr8	53964704	53976842
ENSMUSG00000031520	chr8	54530257	54640131
ENSMUSG00000054408	chr8	54973464	54983053
ENSMUSG00000031517	chr8	55407719	55513912
ENSMUSG00000031613	chr8	56747543	56774082
ENSMUSG00000031609	chr8	57935731	57940931
ENSMUSG00000054717	chr8	57964687	57969276
ENSMUSG00000031608	chr8	57976860	58106088
ENSMUSG00000031647	chr8	61085788	61132210
ENSMUSG00000031644	chr8	61446217	61584383
ENSMUSG00000031642	chr8	61676906	61892716
ENSMUSG00000031641	chr8	61940743	61959728
ENSMUSG00000053626	chr8	64466142	64659305
ENSMUSG00000031604	chr8	65170603	65186830
ENSMUSG00000031605	chr8	65192706	65303087
ENSMUSG00000025521	chr8	65399817	65438962
ENSMUSG00000025591	chr8	66925770	66939203
ENSMUSG00000014907	chr8	67312865	67346332
ENSMUSG00000053886	chr8	68729135	68802573
ENSMUSG00000031864	chr8	69246581	69284319
ENSMUSG00000015568	chr8	69284603	69360100
ENSMUSG00000054648	chr8	70155306	70169633
ENSMUSG00000031862	chr8	70243813	70260399
ENSMUSG00000031858	chr8	70468773	70495413
ENSMUSG00000011306	chr8	70494924	70524998
ENSMUSG00000055681	chr8	70755161	70766918
ENSMUSG00000055707	chr8	70902869	70929733
ENSMUSG00000055553	chr8	70964326	70980627
ENSMUSG00000056204	chr8	71099085	71113038
ENSMUSG00000031848	chr8	71125849	71135952
ENSMUSG00000031842	chr8	71176369	71203835
ENSMUSG00000031838	chr8	71215403	71219334
ENSMUSG00000031834	chr8	71220774	71229412
ENSMUSG00000100691	chr8	71229379	71230558
